int64_field_0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
352,2.0,2019-01-01 00:54:32.000000 UTC,2019-01-01 01:03:00.000000 UTC,5.0,0.85,1.0,false,90,249,1.0,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
353,1.0,2019-01-01 00:11:52.000000 UTC,2019-01-01 00:52:06.000000 UTC,2.0,11.2,1.0,false,114,95,1.0,37.5,0.5,0.5,13.35,5.76,0.3,57.91,
354,1.0,2019-01-01 00:09:18.000000 UTC,2019-01-01 00:25:55.000000 UTC,3.0,2.9,1.0,false,264,264,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
355,1.0,2019-01-01 00:43:45.000000 UTC,2019-01-01 00:57:10.000000 UTC,2.0,1.3,1.0,false,264,264,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
356,1.0,2019-01-01 00:59:04.000000 UTC,2019-01-01 01:33:29.000000 UTC,2.0,7.0,1.0,false,264,264,2.0,27.5,0.5,0.5,0.0,0.0,0.3,28.8,
357,2.0,2019-01-01 00:33:51.000000 UTC,2019-01-01 00:56:01.000000 UTC,3.0,14.87,1.0,false,132,226,1.0,40.0,0.5,0.5,8.26,0.0,0.3,49.56,
358,2.0,2019-01-01 00:53:06.000000 UTC,2019-01-01 00:59:22.000000 UTC,1.0,0.79,1.0,false,161,233,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
359,2.0,2019-01-01 00:11:29.000000 UTC,2019-01-01 00:18:32.000000 UTC,1.0,1.7,1.0,false,43,238,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
360,2.0,2019-01-01 00:21:05.000000 UTC,2019-01-01 00:50:55.000000 UTC,1.0,3.78,1.0,false,238,68,1.0,20.0,0.5,0.5,3.2,0.0,0.3,24.5,
361,2.0,2019-01-01 00:05:46.000000 UTC,2019-01-01 00:13:00.000000 UTC,1.0,1.25,1.0,false,236,141,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
362,2.0,2019-01-01 00:20:04.000000 UTC,2019-01-01 00:28:41.000000 UTC,1.0,1.93,1.0,false,236,229,1.0,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
363,2.0,2019-01-01 00:34:19.000000 UTC,2019-01-01 00:41:52.000000 UTC,1.0,1.13,1.0,false,229,162,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
364,1.0,2019-01-01 00:26:30.000000 UTC,2019-01-01 00:48:03.000000 UTC,1.0,2.3,1.0,false,246,107,2.0,14.5,0.5,0.5,0.0,0.0,0.3,15.8,
365,1.0,2019-01-01 00:50:04.000000 UTC,2019-01-01 01:01:10.000000 UTC,1.0,1.5,1.0,false,79,232,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
366,2.0,2019-01-01 00:22:15.000000 UTC,2019-01-01 00:59:59.000000 UTC,1.0,3.19,1.0,false,142,164,2.0,22.0,0.5,0.5,0.0,0.0,0.3,23.3,
367,2.0,2019-01-01 00:13:49.000000 UTC,2019-01-01 00:31:09.000000 UTC,1.0,3.93,1.0,false,233,238,2.0,15.0,0.5,0.5,0.0,0.0,0.3,16.3,
368,2.0,2019-01-01 00:37:36.000000 UTC,2019-01-01 00:42:56.000000 UTC,1.0,1.04,1.0,false,238,239,1.0,5.5,0.5,0.5,0.68,0.0,0.3,9.43,
369,2.0,2019-01-01 00:44:03.000000 UTC,2019-01-01 01:00:19.000000 UTC,1.0,2.65,1.0,false,239,162,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
370,1.0,2019-01-01 00:18:17.000000 UTC,2019-01-01 00:45:26.000000 UTC,4.0,5.4,1.0,false,113,181,2.0,22.0,0.5,0.5,0.0,0.0,0.3,23.3,
371,1.0,2019-01-01 00:45:51.000000 UTC,2019-01-01 00:51:34.000000 UTC,4.0,0.8,1.0,false,181,257,3.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
372,2.0,2019-01-01 00:16:25.000000 UTC,2019-01-01 00:43:29.000000 UTC,2.0,4.85,1.0,false,236,114,1.0,20.0,0.5,0.5,6.39,0.0,0.3,27.69,
373,2.0,2019-01-01 00:44:26.000000 UTC,2019-01-01 00:45:29.000000 UTC,3.0,0.13,1.0,false,114,79,2.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8,
374,2.0,2019-01-01 00:45:40.000000 UTC,2019-01-01 00:48:06.000000 UTC,2.0,0.49,1.0,false,79,79,1.0,4.0,0.5,0.5,1.59,0.0,0.3,6.89,
375,2.0,2019-01-01 00:49:06.000000 UTC,2019-01-01 00:51:30.000000 UTC,2.0,0.32,1.0,false,79,107,2.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8,
376,2.0,2019-01-01 00:51:57.000000 UTC,2019-01-01 01:01:24.000000 UTC,2.0,1.68,1.0,false,107,186,1.0,8.0,0.5,0.5,1.86,0.0,0.3,11.16,
377,2.0,2019-01-01 00:52:30.000000 UTC,2019-01-01 01:05:31.000000 UTC,1.0,5.01,1.0,false,132,216,2.0,17.0,0.5,0.5,0.0,0.0,0.3,18.3,
378,2.0,2019-01-01 00:25:14.000000 UTC,2019-01-01 00:35:08.000000 UTC,1.0,3.67,1.0,false,132,218,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
379,2.0,2019-01-01 00:20:04.000000 UTC,2019-01-01 00:46:00.000000 UTC,1.0,1.14,1.0,false,249,90,2.0,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
380,2.0,2019-01-01 00:46:45.000000 UTC,2019-01-01 00:54:51.000000 UTC,1.0,0.7,1.0,false,90,249,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
381,2.0,2019-01-01 00:08:27.000000 UTC,2019-01-01 00:32:36.000000 UTC,3.0,12.18,1.0,false,132,129,2.0,35.5,0.5,0.5,0.0,0.0,0.3,36.8,
382,2.0,2019-01-01 00:14:04.000000 UTC,2019-01-01 00:16:43.000000 UTC,1.0,0.5,1.0,false,107,107,1.0,4.0,0.5,0.5,1.06,0.0,0.3,6.36,
383,2.0,2019-01-01 00:42:52.000000 UTC,2019-01-01 00:46:25.000000 UTC,1.0,0.99,1.0,false,141,263,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
384,2.0,2019-01-01 00:48:56.000000 UTC,2019-01-01 00:52:30.000000 UTC,1.0,0.85,1.0,false,262,75,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
385,1.0,2019-01-01 00:14:48.000000 UTC,2019-01-01 00:19:13.000000 UTC,1.0,0.9,1.0,false,238,24,1.0,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
386,1.0,2019-01-01 00:23:30.000000 UTC,2019-01-01 00:30:05.000000 UTC,1.0,1.3,1.0,false,24,238,1.0,7.0,0.5,0.5,1.25,0.0,0.3,9.55,
387,1.0,2019-01-01 00:34:08.000000 UTC,2019-01-01 00:43:38.000000 UTC,1.0,1.4,1.0,false,239,238,1.0,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
388,1.0,2019-01-01 00:52:41.000000 UTC,2019-01-01 01:11:21.000000 UTC,1.0,7.6,1.0,false,238,247,1.0,23.0,0.5,0.5,4.85,0.0,0.3,29.15,
389,1.0,2019-01-01 00:16:43.000000 UTC,2019-01-01 00:21:20.000000 UTC,1.0,1.8,1.0,false,126,213,3.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
390,1.0,2019-01-01 00:37:54.000000 UTC,2019-01-01 00:56:41.000000 UTC,2.0,5.7,1.0,false,263,223,2.0,19.0,0.5,0.5,0.0,0.0,0.3,20.3,
391,1.0,2019-01-01 00:23:50.000000 UTC,2019-01-01 00:30:48.000000 UTC,1.0,0.9,1.0,false,107,170,1.0,6.0,0.5,0.5,1.0,0.0,0.3,8.3,
392,1.0,2019-01-01 00:37:55.000000 UTC,2019-01-01 00:54:09.000000 UTC,1.0,4.3,1.0,false,229,112,1.0,15.5,0.5,0.5,3.35,0.0,0.3,20.15,
393,1.0,2019-01-01 00:18:03.000000 UTC,2019-01-01 00:50:26.000000 UTC,1.0,7.5,1.0,false,159,18,2.0,27.5,0.5,0.5,0.0,0.0,0.3,28.8,
394,1.0,2019-01-01 00:36:46.000000 UTC,2019-01-01 00:56:09.000000 UTC,1.0,2.8,1.0,false,141,50,2.0,14.0,0.5,0.5,0.0,0.0,0.3,15.3,
395,1.0,2019-01-01 00:58:41.000000 UTC,2019-01-01 01:05:14.000000 UTC,1.0,1.7,1.0,false,50,239,1.0,7.5,0.5,0.5,1.7,0.0,0.3,10.5,
396,1.0,2019-01-01 00:01:43.000000 UTC,2019-01-01 00:12:29.000000 UTC,1.0,2.4,1.0,false,41,42,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
397,1.0,2019-01-01 00:15:25.000000 UTC,2019-01-01 00:23:15.000000 UTC,1.0,1.5,1.0,false,244,152,1.0,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
398,1.0,2019-01-01 00:26:29.000000 UTC,2019-01-01 00:32:13.000000 UTC,1.0,1.2,1.0,false,166,151,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
399,1.0,2019-01-01 00:36:10.000000 UTC,2019-01-01 00:45:45.000000 UTC,2.0,1.7,1.0,false,238,263,1.0,8.5,0.5,0.5,2.45,0.0,0.3,12.25,
400,1.0,2019-01-01 00:49:44.000000 UTC,2019-01-01 01:07:18.000000 UTC,2.0,3.5,1.0,false,263,164,1.0,14.5,0.5,0.5,3.15,0.0,0.3,18.95,
401,2.0,2019-01-01 00:27:10.000000 UTC,2019-01-01 00:59:43.000000 UTC,6.0,4.9,1.0,false,164,41,1.0,22.5,0.5,0.5,4.76,0.0,0.3,28.56,
402,1.0,2019-01-01 00:00:47.000000 UTC,2019-01-01 00:13:07.000000 UTC,1.0,1.1,1.0,false,140,237,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
403,1.0,2019-01-01 00:25:54.000000 UTC,2019-01-01 00:36:26.000000 UTC,3.0,1.3,1.0,false,142,163,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
404,1.0,2019-01-01 00:51:45.000000 UTC,2019-01-01 01:02:28.000000 UTC,2.0,1.8,1.0,false,142,238,1.0,9.5,0.5,0.5,2.15,0.0,0.3,12.95,
405,1.0,2019-01-01 00:50:13.000000 UTC,2019-01-01 00:59:40.000000 UTC,2.0,1.1,1.0,false,148,114,1.0,7.5,0.5,0.5,1.75,0.0,0.3,10.55,
406,2.0,2019-01-01 00:16:59.000000 UTC,2019-01-01 00:20:06.000000 UTC,1.0,0.36,1.0,false,239,239,2.0,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
407,2.0,2019-01-01 00:22:25.000000 UTC,2019-01-01 00:27:25.000000 UTC,1.0,0.76,1.0,false,238,151,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
408,2.0,2019-01-01 00:34:30.000000 UTC,2019-01-01 00:54:06.000000 UTC,1.0,2.89,1.0,false,239,68,2.0,14.5,0.5,0.5,0.0,0.0,0.3,15.8,
409,2.0,2019-01-01 00:10:32.000000 UTC,2019-01-01 00:17:25.000000 UTC,1.0,1.04,1.0,false,140,229,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
410,2.0,2019-01-01 00:39:56.000000 UTC,2019-01-01 00:50:01.000000 UTC,1.0,1.5,1.0,false,161,43,1.0,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
411,1.0,2019-01-01 00:21:12.000000 UTC,2019-01-01 00:26:46.000000 UTC,1.0,1.9,1.0,false,243,243,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
412,1.0,2019-01-01 00:54:27.000000 UTC,2019-01-01 01:15:47.000000 UTC,2.0,3.7,1.0,false,48,263,1.0,16.0,0.5,0.5,3.45,0.0,0.3,20.75,
413,2.0,2019-01-01 00:04:03.000000 UTC,2019-01-01 00:11:48.000000 UTC,1.0,3.01,1.0,false,137,262,1.0,10.0,0.5,0.5,2.26,0.0,0.3,13.56,
414,2.0,2019-01-01 00:14:10.000000 UTC,2019-01-01 00:15:57.000000 UTC,1.0,0.46,1.0,false,140,141,1.0,3.5,0.5,0.5,1.2,0.0,0.3,6.0,
415,2.0,2019-01-01 00:51:03.000000 UTC,2019-01-01 01:11:43.000000 UTC,1.0,3.47,1.0,false,170,262,1.0,15.5,0.5,0.5,3.02,0.0,0.3,19.82,
416,1.0,2019-01-01 00:34:36.000000 UTC,2019-01-01 00:54:25.000000 UTC,3.0,0.6,1.0,false,161,170,2.0,12.0,0.5,0.5,0.0,0.0,0.3,13.3,
417,1.0,2019-01-01 00:57:18.000000 UTC,2019-01-01 01:08:41.000000 UTC,1.0,1.7,1.0,false,164,158,1.0,9.0,0.5,0.5,2.05,0.0,0.3,12.35,
418,2.0,2019-01-01 00:12:29.000000 UTC,2019-01-01 00:30:34.000000 UTC,1.0,3.89,1.0,false,13,48,2.0,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
419,2.0,2019-01-01 00:34:55.000000 UTC,2019-01-01 00:47:05.000000 UTC,1.0,2.78,1.0,false,48,239,1.0,12.0,0.5,0.5,1.7,0.0,0.3,15.0,
420,2.0,2019-01-01 00:50:08.000000 UTC,2019-01-01 00:57:32.000000 UTC,1.0,1.48,1.0,false,239,151,1.0,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
421,2.0,2019-01-01 00:10:23.000000 UTC,2019-01-01 00:22:12.000000 UTC,2.0,3.57,1.0,false,164,263,1.0,12.5,0.5,0.5,1.0,0.0,0.3,14.8,
422,2.0,2019-01-01 00:26:29.000000 UTC,2019-01-01 00:32:06.000000 UTC,1.0,1.31,1.0,false,141,233,1.0,6.5,0.5,0.5,1.56,0.0,0.3,9.36,
423,2.0,2019-01-01 00:51:24.000000 UTC,2019-01-01 00:56:13.000000 UTC,4.0,0.74,1.0,false,170,233,1.0,5.0,0.5,0.5,1.0,0.0,0.3,7.3,
424,1.0,2019-01-01 00:34:25.000000 UTC,2019-01-01 01:06:44.000000 UTC,1.0,10.8,1.0,false,238,52,1.0,33.5,0.5,0.5,8.65,0.0,0.3,43.45,
425,1.0,2019-01-01 00:03:25.000000 UTC,2019-01-01 00:23:50.000000 UTC,1.0,3.6,1.0,false,163,79,1.0,15.5,0.5,0.5,2.0,0.0,0.3,18.8,
426,1.0,2019-01-01 00:29:36.000000 UTC,2019-01-01 00:36:21.000000 UTC,1.0,1.1,1.0,false,79,137,1.0,6.5,0.5,0.5,1.55,0.0,0.3,9.35,
427,1.0,2019-01-01 00:38:46.000000 UTC,2019-01-01 00:44:37.000000 UTC,1.0,0.8,1.0,false,170,233,1.0,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
428,1.0,2019-01-01 00:57:16.000000 UTC,2019-01-01 01:02:40.000000 UTC,1.0,0.9,1.0,false,107,79,1.0,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
429,1.0,2019-01-01 00:03:25.000000 UTC,2019-01-01 00:10:52.000000 UTC,1.0,0.8,1.0,false,74,74,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
430,1.0,2019-01-01 00:16:58.000000 UTC,2019-01-01 00:22:52.000000 UTC,1.0,1.2,1.0,false,236,238,1.0,7.0,0.5,0.5,1.65,0.0,0.3,9.95,
431,1.0,2019-01-01 00:29:30.000000 UTC,2019-01-01 00:32:57.000000 UTC,2.0,0.8,1.0,false,142,239,1.0,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
432,1.0,2019-01-01 00:35:01.000000 UTC,2019-01-01 00:37:21.000000 UTC,1.0,0.3,1.0,true,239,239,2.0,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
433,1.0,2019-01-01 00:39:37.000000 UTC,2019-01-01 00:46:33.000000 UTC,2.0,0.7,1.0,false,239,142,1.0,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
434,1.0,2019-01-01 00:47:34.000000 UTC,2019-01-01 01:00:41.000000 UTC,1.0,2.2,1.0,false,142,229,1.0,10.5,0.5,0.5,2.35,0.0,0.3,14.15,
435,2.0,2019-01-01 00:28:43.000000 UTC,2019-01-01 00:43:47.000000 UTC,1.0,1.4,1.0,false,170,68,1.0,10.5,0.5,0.5,2.36,0.0,0.3,14.16,
436,2.0,2019-01-01 00:51:24.000000 UTC,2019-01-01 01:14:16.000000 UTC,1.0,4.97,1.0,false,234,80,1.0,19.5,0.5,0.5,4.16,0.0,0.3,24.96,
437,1.0,2019-01-01 00:41:04.000000 UTC,2019-01-01 01:05:54.000000 UTC,1.0,5.6,1.0,false,125,263,1.0,20.5,0.5,0.5,3.0,0.0,0.3,24.8,
438,1.0,2019-01-01 00:11:13.000000 UTC,2019-01-01 00:12:47.000000 UTC,3.0,0.4,1.0,false,263,263,1.0,3.5,0.5,0.5,2.0,0.0,0.3,6.8,
439,1.0,2019-01-01 00:21:41.000000 UTC,2019-01-01 00:26:23.000000 UTC,1.0,1.1,1.0,false,141,236,1.0,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
440,1.0,2019-01-01 00:31:39.000000 UTC,2019-01-01 00:39:52.000000 UTC,4.0,1.4,1.0,false,236,237,1.0,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
441,1.0,2019-01-01 00:42:36.000000 UTC,2019-01-01 01:03:38.000000 UTC,2.0,1.0,1.0,false,163,100,1.0,13.0,0.5,0.5,3.0,0.0,0.3,17.3,
442,1.0,2019-01-01 00:31:10.000000 UTC,2019-01-01 00:59:22.000000 UTC,1.0,17.9,2.0,false,132,229,1.0,52.0,0.0,0.5,8.0,5.76,0.3,66.56,
443,1.0,2019-01-01 00:16:58.000000 UTC,2019-01-01 00:19:15.000000 UTC,1.0,0.4,1.0,false,143,239,1.0,4.0,0.5,0.5,1.05,0.0,0.3,6.35,
444,1.0,2019-01-01 00:21:43.000000 UTC,2019-01-01 00:30:46.000000 UTC,1.0,1.7,1.0,false,239,151,1.0,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
445,1.0,2019-01-01 00:34:39.000000 UTC,2019-01-01 00:36:49.000000 UTC,1.0,0.5,1.0,false,151,238,2.0,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
446,1.0,2019-01-01 00:42:28.000000 UTC,2019-01-01 00:56:18.000000 UTC,1.0,2.3,1.0,false,239,141,1.0,11.5,0.5,0.5,2.55,0.0,0.3,15.35,
447,1.0,2019-01-01 00:48:02.000000 UTC,2019-01-01 00:57:20.000000 UTC,1.0,1.0,1.0,false,161,170,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
448,1.0,2019-01-01 00:59:03.000000 UTC,2019-01-01 01:14:45.000000 UTC,1.0,1.9,1.0,false,170,79,1.0,11.0,0.5,0.5,10.0,0.0,0.3,22.3,
449,2.0,2019-01-01 00:33:21.000000 UTC,2019-01-01 00:43:58.000000 UTC,1.0,1.97,1.0,false,211,164,1.0,9.0,0.5,0.5,2.06,0.0,0.3,12.36,
450,2.0,2019-01-01 00:53:31.000000 UTC,2019-01-01 01:11:32.000000 UTC,1.0,4.34,1.0,false,113,263,1.0,15.5,0.5,0.5,3.36,0.0,0.3,20.16,
451,2.0,2019-01-01 00:32:56.000000 UTC,2019-01-01 00:44:35.000000 UTC,1.0,1.73,1.0,false,50,246,1.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
452,2.0,2019-01-01 00:46:16.000000 UTC,2019-01-01 01:05:05.000000 UTC,1.0,2.9,1.0,false,246,144,1.0,13.5,0.5,0.5,2.96,0.0,0.3,17.76,
453,2.0,2019-01-01 00:01:07.000000 UTC,2019-01-01 00:10:50.000000 UTC,1.0,1.93,1.0,false,137,229,1.0,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
454,2.0,2019-01-01 00:18:25.000000 UTC,2019-01-01 00:35:30.000000 UTC,1.0,3.4,1.0,false,137,141,1.0,14.0,0.5,0.5,2.3,0.0,0.3,17.6,
455,2.0,2019-01-01 00:38:08.000000 UTC,2019-01-01 00:41:07.000000 UTC,1.0,0.89,1.0,false,141,263,1.0,4.5,0.5,0.5,0.58,0.0,0.3,6.38,
456,2.0,2019-01-01 00:52:52.000000 UTC,2019-01-01 00:55:56.000000 UTC,1.0,0.75,1.0,false,236,43,1.0,4.5,0.5,0.5,1.45,0.0,0.3,7.25,
457,1.0,2019-01-01 00:11:59.000000 UTC,2019-01-01 00:23:31.000000 UTC,1.0,0.8,1.0,false,170,161,1.0,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
458,1.0,2019-01-01 00:24:29.000000 UTC,2019-01-01 00:40:16.000000 UTC,1.0,0.4,1.0,false,161,161,1.0,10.0,0.5,0.5,3.35,0.0,0.3,14.65,
459,1.0,2019-01-01 00:42:45.000000 UTC,2019-01-01 00:44:12.000000 UTC,1.0,0.0,1.0,false,161,161,3.0,3.0,0.5,0.5,0.0,0.0,0.3,4.3,
460,1.0,2019-01-01 00:47:00.000000 UTC,2019-01-01 01:06:22.000000 UTC,2.0,6.9,1.0,false,170,129,1.0,23.0,0.5,0.5,5.0,5.76,0.3,35.06,
461,1.0,2019-01-01 00:43:38.000000 UTC,2019-01-01 01:05:04.000000 UTC,2.0,4.9,1.0,false,50,13,1.0,18.5,0.5,0.5,4.95,0.0,0.3,24.75,
462,1.0,2019-01-01 00:12:42.000000 UTC,2019-01-01 01:06:39.000000 UTC,1.0,9.0,1.0,false,48,36,2.0,37.0,0.5,0.5,0.0,0.0,0.3,38.3,
463,1.0,2019-01-01 00:28:34.000000 UTC,2019-01-01 00:39:03.000000 UTC,1.0,2.0,1.0,false,229,224,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
464,1.0,2019-01-01 00:40:13.000000 UTC,2019-01-01 01:00:50.000000 UTC,1.0,1.7,1.0,false,224,68,1.0,13.0,0.5,0.5,4.25,0.0,0.3,18.55,
465,2.0,2019-01-01 00:32:50.000000 UTC,2019-01-01 00:50:02.000000 UTC,1.0,5.36,1.0,false,79,261,2.0,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
466,2.0,2019-01-01 00:53:59.000000 UTC,2019-01-01 01:23:53.000000 UTC,1.0,9.43,1.0,false,261,202,1.0,29.5,0.5,0.5,6.16,0.0,0.3,36.96,
467,1.0,2019-01-01 00:10:05.000000 UTC,2019-01-01 00:13:25.000000 UTC,2.0,0.4,1.0,false,249,249,1.0,4.0,0.5,0.5,1.05,0.0,0.3,6.35,
468,1.0,2019-01-01 00:18:15.000000 UTC,2019-01-01 00:27:49.000000 UTC,1.0,0.4,1.0,false,90,68,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
469,1.0,2019-01-01 00:29:19.000000 UTC,2019-01-01 00:35:39.000000 UTC,1.0,0.9,1.0,false,68,68,1.0,6.0,0.5,0.5,1.8,0.0,0.3,9.1,
470,1.0,2019-01-01 00:41:08.000000 UTC,2019-01-01 01:00:19.000000 UTC,2.0,2.1,1.0,false,186,48,1.0,13.0,0.5,0.5,2.85,0.0,0.3,17.15,
471,2.0,2019-01-01 00:04:19.000000 UTC,2019-01-01 00:19:29.000000 UTC,6.0,3.15,1.0,false,232,162,1.0,12.5,0.5,0.5,2.76,0.0,0.3,16.56,
472,2.0,2019-01-01 00:25:59.000000 UTC,2019-01-01 00:45:13.000000 UTC,6.0,4.01,1.0,false,161,74,2.0,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
473,2.0,2019-01-01 00:51:30.000000 UTC,2019-01-01 01:26:34.000000 UTC,6.0,16.71,1.0,false,262,16,1.0,47.0,0.5,0.5,0.0,0.0,0.3,48.3,
474,1.0,2019-01-01 00:09:35.000000 UTC,2019-01-01 00:14:17.000000 UTC,1.0,1.6,1.0,false,263,74,1.0,6.5,0.5,0.5,1.0,0.0,0.3,8.8,
475,1.0,2019-01-01 00:17:15.000000 UTC,2019-01-01 00:51:20.000000 UTC,3.0,15.1,1.0,false,75,188,3.0,42.5,0.5,0.5,0.0,5.76,0.3,49.56,
476,2.0,2019-01-01 00:18:51.000000 UTC,2019-01-01 00:35:45.000000 UTC,3.0,1.88,1.0,false,43,48,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
477,2.0,2019-01-01 00:38:07.000000 UTC,2019-01-01 01:12:11.000000 UTC,2.0,5.83,1.0,false,48,33,1.0,24.5,0.5,0.5,3.87,0.0,0.3,29.67,
478,1.0,2019-01-01 00:19:42.000000 UTC,2019-01-01 00:30:54.000000 UTC,2.0,1.3,1.0,false,148,107,1.0,8.5,0.5,0.5,2.45,0.0,0.3,12.25,
479,1.0,2019-01-01 00:40:17.000000 UTC,2019-01-01 00:45:33.000000 UTC,4.0,0.5,1.0,false,107,234,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
480,1.0,2019-01-01 00:46:41.000000 UTC,2019-01-01 01:01:23.000000 UTC,4.0,1.8,1.0,false,234,4,1.0,10.5,0.5,0.5,2.35,0.0,0.3,14.15,
481,2.0,2019-01-01 00:17:33.000000 UTC,2019-01-01 00:36:18.000000 UTC,4.0,5.17,1.0,false,161,209,2.0,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
482,2.0,2019-01-01 00:37:38.000000 UTC,2019-01-01 00:52:13.000000 UTC,4.0,5.99,1.0,false,209,233,2.0,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
483,2.0,2019-01-01 00:56:22.000000 UTC,2019-01-01 01:15:41.000000 UTC,1.0,3.14,1.0,false,234,88,1.0,14.5,0.5,0.5,2.0,0.0,0.3,17.8,
484,1.0,2019-01-01 00:28:14.000000 UTC,2019-01-01 00:42:43.000000 UTC,1.0,1.7,1.0,false,113,186,1.0,10.5,0.5,0.5,2.5,0.0,0.3,14.3,
485,1.0,2019-01-01 00:43:49.000000 UTC,2019-01-01 00:55:11.000000 UTC,1.0,1.7,1.0,false,186,113,3.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
486,2.0,2019-01-01 00:05:38.000000 UTC,2019-01-01 00:13:16.000000 UTC,5.0,1.41,1.0,false,239,236,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
487,2.0,2019-01-01 00:17:37.000000 UTC,2019-01-01 00:20:17.000000 UTC,5.0,1.23,1.0,false,236,74,1.0,5.5,0.5,0.5,1.7,0.0,0.3,8.5,
488,2.0,2019-01-01 00:26:12.000000 UTC,2019-01-01 00:35:43.000000 UTC,5.0,1.84,1.0,false,263,239,1.0,9.0,0.5,0.5,1.0,0.0,0.3,11.3,
489,2.0,2019-01-01 00:38:52.000000 UTC,2019-01-01 01:07:48.000000 UTC,5.0,9.91,1.0,false,239,25,1.0,31.0,0.5,0.5,8.08,0.0,0.3,40.38,
490,2.0,2019-01-01 00:43:21.000000 UTC,2019-01-01 00:57:19.000000 UTC,1.0,1.87,1.0,false,90,90,1.0,10.0,0.5,0.5,10.0,0.0,0.3,21.3,
491,2.0,2019-01-01 00:05:04.000000 UTC,2019-01-01 00:08:43.000000 UTC,1.0,0.64,1.0,false,75,75,1.0,4.5,0.5,0.5,1.74,0.0,0.3,7.54,
492,2.0,2019-01-01 00:15:58.000000 UTC,2019-01-01 00:18:58.000000 UTC,1.0,0.59,1.0,false,236,237,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
493,2.0,2019-01-01 00:41:00.000000 UTC,2019-01-01 00:54:56.000000 UTC,1.0,3.93,1.0,false,141,166,1.0,13.5,0.5,0.5,1.48,0.0,0.3,18.23,
