int64_field_0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
636,1.0,2019-01-01 00:38:24.000000 UTC,2019-01-01 00:55:45.000000 UTC,1.0,8.3,1.0,false,223,250,2.0,24.5,0.5,0.5,0.0,5.76,0.3,31.56,
637,1.0,2019-01-01 00:17:48.000000 UTC,2019-01-01 00:40:56.000000 UTC,1.0,2.8,1.0,false,142,90,2.0,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
638,1.0,2019-01-01 00:43:22.000000 UTC,2019-01-01 01:00:32.000000 UTC,1.0,2.0,1.0,false,90,50,1.0,12.0,0.5,0.5,2.65,0.0,0.3,15.95,
639,1.0,2019-01-01 00:25:40.000000 UTC,2019-01-01 00:37:02.000000 UTC,2.0,1.4,1.0,false,142,141,1.0,8.5,0.5,0.5,2.9,0.0,0.3,12.7,
640,2.0,2019-01-01 00:30:26.000000 UTC,2019-01-01 00:40:54.000000 UTC,2.0,1.29,1.0,false,249,114,1.0,8.0,0.5,0.5,1.86,0.0,0.3,11.16,
641,2.0,2019-01-01 00:41:56.000000 UTC,2019-01-01 00:51:16.000000 UTC,1.0,2.07,1.0,false,114,87,1.0,8.5,0.5,0.5,2.94,0.0,0.3,12.74,
642,2.0,2019-01-01 00:53:20.000000 UTC,2019-01-01 01:16:16.000000 UTC,1.0,4.32,1.0,false,87,181,2.0,18.0,0.5,0.5,0.0,0.0,0.3,19.3,
643,1.0,2019-01-01 00:41:20.000000 UTC,2019-01-01 00:52:24.000000 UTC,4.0,1.4,1.0,false,170,140,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8,
644,2.0,2019-01-01 00:26:43.000000 UTC,2019-01-01 00:43:36.000000 UTC,1.0,5.17,1.0,false,163,166,1.0,17.5,0.5,0.5,3.76,0.0,0.3,22.56,
645,2.0,2019-01-01 00:52:22.000000 UTC,2019-01-01 01:07:13.000000 UTC,1.0,2.72,1.0,false,151,116,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
646,2.0,2019-01-01 00:25:30.000000 UTC,2019-01-01 01:07:16.000000 UTC,1.0,7.59,1.0,false,234,225,1.0,30.5,0.5,0.5,0.0,0.0,0.3,31.8,
647,2.0,2019-01-01 00:05:33.000000 UTC,2019-01-01 00:31:51.000000 UTC,3.0,7.87,1.0,false,142,244,1.0,25.0,0.5,0.5,5.26,0.0,0.3,31.56,
648,2.0,2019-01-01 00:45:57.000000 UTC,2019-01-01 00:58:20.000000 UTC,3.0,1.53,1.0,false,244,243,1.0,9.5,0.5,0.5,2.16,0.0,0.3,14.91,
649,1.0,2019-01-01 00:32:36.000000 UTC,2019-01-01 00:56:31.000000 UTC,2.0,3.4,1.0,false,114,140,1.0,16.0,0.5,0.5,3.45,0.0,0.3,20.75,
650,2.0,2019-01-01 00:01:48.000000 UTC,2019-01-01 00:11:15.000000 UTC,1.0,0.94,1.0,false,164,90,1.0,7.0,0.5,0.5,1.66,0.0,0.3,9.96,
651,2.0,2019-01-01 00:47:40.000000 UTC,2019-01-01 01:18:16.000000 UTC,1.0,1.38,1.0,false,161,163,2.0,18.0,0.5,0.5,0.0,0.0,0.3,19.3,
652,1.0,2019-01-01 00:02:38.000000 UTC,2019-01-01 00:17:52.000000 UTC,2.0,3.1,1.0,false,237,224,1.0,12.5,0.5,0.5,2.75,0.0,0.3,16.55,
653,1.0,2019-01-01 00:24:47.000000 UTC,2019-01-01 00:35:40.000000 UTC,1.0,4.1,1.0,false,107,88,1.0,14.0,0.5,0.5,4.55,0.0,0.3,19.85,
654,1.0,2019-01-01 00:44:25.000000 UTC,2019-01-01 01:00:04.000000 UTC,2.0,5.3,1.0,false,261,229,1.0,17.5,0.5,0.5,3.75,0.0,0.3,22.55,
655,1.0,2019-01-01 00:14:07.000000 UTC,2019-01-01 00:17:35.000000 UTC,1.0,1.1,1.0,false,236,74,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
656,1.0,2019-01-01 00:21:14.000000 UTC,2019-01-01 00:28:01.000000 UTC,1.0,2.1,1.0,false,75,151,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
657,1.0,2019-01-01 00:36:22.000000 UTC,2019-01-01 00:40:09.000000 UTC,3.0,0.8,1.0,false,239,238,1.0,5.0,0.5,0.5,1.25,0.0,0.3,7.55,
658,1.0,2019-01-01 00:45:40.000000 UTC,2019-01-01 00:50:20.000000 UTC,2.0,0.8,1.0,false,238,239,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
659,1.0,2019-01-01 00:53:32.000000 UTC,2019-01-01 01:06:10.000000 UTC,3.0,2.5,1.0,false,142,263,1.0,11.0,0.5,0.5,2.0,0.0,0.3,14.3,
660,1.0,2019-01-01 00:02:54.000000 UTC,2019-01-01 00:07:37.000000 UTC,1.0,1.1,1.0,false,137,113,1.0,5.5,0.5,0.5,0.02,0.0,0.3,6.82,
661,1.0,2019-01-01 00:30:14.000000 UTC,2019-01-01 00:46:22.000000 UTC,1.0,1.6,1.0,false,79,234,1.0,11.5,0.5,0.5,1.0,0.0,0.3,13.8,
662,1.0,2019-01-01 00:51:58.000000 UTC,2019-01-01 01:03:09.000000 UTC,1.0,2.2,1.0,false,107,140,1.0,9.5,0.5,0.5,2.15,0.0,0.3,12.95,
663,2.0,2019-01-01 00:32:56.000000 UTC,2019-01-01 00:33:35.000000 UTC,2.0,0.1,1.0,false,148,148,3.0,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
664,2.0,2019-01-01 00:32:56.000000 UTC,2019-01-01 00:33:35.000000 UTC,2.0,0.1,1.0,false,148,148,2.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8,
665,2.0,2019-01-01 00:45:13.000000 UTC,2019-01-01 00:49:59.000000 UTC,2.0,0.63,1.0,false,107,170,1.0,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
666,2.0,2019-01-01 00:03:30.000000 UTC,2019-01-01 00:10:24.000000 UTC,2.0,1.31,1.0,false,142,239,1.0,7.0,0.5,0.5,2.08,0.0,0.3,10.38,
667,2.0,2019-01-01 00:27:55.000000 UTC,2019-01-01 00:52:35.000000 UTC,2.0,1.78,1.0,false,142,164,2.0,15.5,0.5,0.5,0.0,0.0,0.3,16.8,
668,1.0,2019-01-01 00:07:10.000000 UTC,2019-01-01 00:17:26.000000 UTC,1.0,2.6,1.0,false,137,231,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
669,1.0,2019-01-01 00:19:14.000000 UTC,2019-01-01 00:30:11.000000 UTC,1.0,3.9,1.0,false,231,137,1.0,13.5,0.5,0.5,4.4,0.0,0.3,19.2,
670,1.0,2019-01-01 00:39:04.000000 UTC,2019-01-01 01:04:59.000000 UTC,1.0,5.5,1.0,false,234,61,1.0,21.0,0.5,0.5,4.45,0.0,0.3,26.75,
671,2.0,2019-01-01 00:10:21.000000 UTC,2019-01-01 00:22:42.000000 UTC,1.0,1.84,1.0,false,211,107,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
672,2.0,2019-01-01 00:36:58.000000 UTC,2019-01-01 00:48:41.000000 UTC,2.0,1.22,1.0,false,161,43,1.0,9.0,0.5,0.5,2.06,0.0,0.3,12.36,
673,2.0,2019-01-01 00:50:21.000000 UTC,2019-01-01 01:17:58.000000 UTC,2.0,12.99,1.0,false,43,92,2.0,37.0,0.5,0.5,0.0,0.0,0.3,38.3,
674,2.0,2019-01-01 00:03:06.000000 UTC,2019-01-01 00:06:28.000000 UTC,2.0,0.72,1.0,false,141,236,1.0,4.5,0.5,0.5,2.2,0.0,0.3,8.0,
675,2.0,2019-01-01 00:08:41.000000 UTC,2019-01-01 00:12:59.000000 UTC,2.0,0.68,1.0,false,236,263,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
676,2.0,2019-01-01 00:30:31.000000 UTC,2019-01-01 00:38:09.000000 UTC,2.0,0.71,1.0,false,162,163,1.0,6.5,0.5,0.5,1.56,0.0,0.3,9.36,
677,2.0,2019-01-01 00:40:16.000000 UTC,2019-01-01 00:43:35.000000 UTC,2.0,0.36,1.0,false,163,163,1.0,4.0,0.5,0.5,0.8,0.0,0.3,6.1,
678,2.0,2019-01-01 00:46:47.000000 UTC,2019-01-01 00:55:23.000000 UTC,2.0,2.32,1.0,false,163,75,1.0,9.0,0.5,0.5,2.06,0.0,0.3,12.36,
679,1.0,2019-01-01 00:06:08.000000 UTC,2019-01-01 00:10:15.000000 UTC,1.0,0.9,1.0,false,113,249,1.0,5.0,0.5,0.5,1.85,0.0,0.3,8.15,
680,1.0,2019-01-01 00:28:32.000000 UTC,2019-01-01 00:35:28.000000 UTC,1.0,1.4,1.0,false,50,143,1.0,7.5,0.5,0.5,1.75,0.0,0.3,10.55,
681,1.0,2019-01-01 00:39:07.000000 UTC,2019-01-01 00:39:07.000000 UTC,1.0,0.0,1.0,false,142,264,2.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8,
682,1.0,2019-01-01 00:54:11.000000 UTC,2019-01-01 00:58:47.000000 UTC,1.0,0.8,1.0,false,263,262,1.0,5.0,0.5,0.5,1.85,0.0,0.3,8.15,
683,1.0,2019-01-01 00:25:21.000000 UTC,2019-01-01 00:54:26.000000 UTC,1.0,9.1,1.0,false,116,146,2.0,29.5,0.5,0.5,0.0,0.0,0.3,30.8,
684,2.0,2019-01-01 00:46:16.000000 UTC,2019-01-01 00:55:15.000000 UTC,2.0,0.91,1.0,false,141,229,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
685,1.0,2019-01-01 00:45:40.000000 UTC,2019-01-01 00:56:37.000000 UTC,1.0,1.3,1.0,false,107,79,1.0,8.5,0.5,0.5,2.9,0.0,0.3,12.7,
686,1.0,2019-01-01 00:58:04.000000 UTC,2019-01-01 01:21:02.000000 UTC,1.0,3.7,1.0,false,79,25,1.0,17.5,0.5,0.5,3.75,0.0,0.3,22.55,
687,2.0,2019-01-01 00:29:39.000000 UTC,2019-01-01 00:44:09.000000 UTC,1.0,4.18,1.0,false,137,238,2.0,14.0,0.5,0.5,0.0,0.0,0.3,15.3,
688,2.0,2019-01-01 00:46:54.000000 UTC,2019-01-01 00:53:03.000000 UTC,1.0,1.12,1.0,false,239,151,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
689,1.0,2019-01-01 00:23:31.000000 UTC,2019-01-01 00:54:47.000000 UTC,1.0,3.2,1.0,false,79,100,2.0,19.5,0.5,0.5,0.0,0.0,0.3,20.8,
690,1.0,2019-01-01 00:59:26.000000 UTC,2019-01-01 01:07:39.000000 UTC,1.0,0.9,1.0,false,234,137,1.0,6.5,0.5,0.5,5.0,0.0,0.3,12.8,
691,1.0,2019-01-01 00:12:08.000000 UTC,2019-01-01 00:19:22.000000 UTC,2.0,1.2,1.0,false,237,142,1.0,7.0,0.5,0.5,1.66,0.0,0.3,9.96,
692,1.0,2019-01-01 00:23:12.000000 UTC,2019-01-01 00:30:51.000000 UTC,4.0,1.0,1.0,false,142,50,1.0,6.5,0.5,0.5,1.55,0.0,0.3,9.35,
693,1.0,2019-01-01 00:34:18.000000 UTC,2019-01-01 00:47:44.000000 UTC,2.0,2.8,1.0,false,50,263,1.0,11.5,0.5,0.5,2.0,0.0,0.3,14.8,
694,1.0,2019-01-01 00:49:15.000000 UTC,2019-01-01 00:54:29.000000 UTC,1.0,1.1,1.0,false,263,140,1.0,6.0,0.5,0.5,1.0,0.0,0.3,8.3,
695,1.0,2019-01-01 00:59:57.000000 UTC,2019-01-01 01:09:44.000000 UTC,2.0,1.3,1.0,false,141,162,1.0,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
696,1.0,2019-01-01 00:05:48.000000 UTC,2019-01-01 00:20:02.000000 UTC,1.0,3.8,1.0,false,79,237,1.0,13.5,0.5,0.5,1.0,0.0,0.3,15.8,
697,1.0,2019-01-01 00:24:24.000000 UTC,2019-01-01 00:26:10.000000 UTC,1.0,0.5,1.0,false,236,237,2.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8,
698,1.0,2019-01-01 00:29:35.000000 UTC,2019-01-01 00:33:42.000000 UTC,1.0,0.9,1.0,false,237,140,1.0,5.0,0.5,0.5,0.02,0.0,0.3,6.32,
699,1.0,2019-01-01 00:36:13.000000 UTC,2019-01-01 00:42:54.000000 UTC,3.0,1.2,1.0,false,140,237,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
700,1.0,2019-01-01 00:47:19.000000 UTC,2019-01-01 01:03:21.000000 UTC,1.0,1.9,1.0,false,161,137,2.0,11.5,0.5,0.5,0.0,0.0,0.3,12.8,
701,1.0,2019-01-01 00:10:12.000000 UTC,2019-01-01 00:22:57.000000 UTC,1.0,2.0,1.0,false,234,233,1.0,10.0,0.5,0.5,2.25,0.0,0.3,13.55,
702,1.0,2019-01-01 00:41:19.000000 UTC,2019-01-01 00:54:32.000000 UTC,4.0,2.7,1.0,false,163,262,1.0,11.0,0.5,0.5,2.45,0.0,0.3,14.75,
703,1.0,2019-01-01 00:56:10.000000 UTC,2019-01-01 01:09:34.000000 UTC,2.0,2.4,1.0,false,262,238,1.0,11.0,0.5,0.5,2.45,0.0,0.3,14.75,
704,2.0,2019-01-01 00:12:59.000000 UTC,2019-01-01 00:18:00.000000 UTC,3.0,1.57,1.0,false,229,263,1.0,6.5,0.5,0.5,1.17,0.0,0.3,8.97,
705,2.0,2019-01-01 00:21:58.000000 UTC,2019-01-01 00:27:52.000000 UTC,3.0,1.74,1.0,false,262,75,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
706,2.0,2019-01-01 00:38:54.000000 UTC,2019-01-01 00:49:10.000000 UTC,2.0,2.47,1.0,false,262,42,2.0,10.0,0.5,0.5,0.0,0.0,0.3,11.3,
707,1.0,2019-01-01 00:09:12.000000 UTC,2019-01-01 00:23:52.000000 UTC,2.0,4.1,1.0,false,144,112,2.0,15.0,0.5,0.5,0.0,0.0,0.3,16.3,
708,1.0,2019-01-01 00:36:37.000000 UTC,2019-01-01 00:48:30.000000 UTC,1.0,2.8,1.0,false,148,170,1.0,12.0,0.5,0.5,0.0,0.0,0.3,13.3,
709,1.0,2019-01-01 00:49:35.000000 UTC,2019-01-01 00:56:52.000000 UTC,1.0,0.8,1.0,false,170,107,1.0,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
710,1.0,2019-01-01 00:59:59.000000 UTC,2019-01-01 01:25:53.000000 UTC,1.0,5.2,1.0,false,79,239,1.0,20.0,0.5,0.5,2.0,0.0,0.3,23.3,
711,2.0,2019-01-01 00:26:46.000000 UTC,2019-01-01 01:03:53.000000 UTC,2.0,4.03,1.0,false,170,239,1.0,23.5,0.5,0.5,6.2,0.0,0.3,31.0,
712,2.0,2019-01-01 00:22:48.000000 UTC,2019-01-01 00:31:15.000000 UTC,1.0,1.78,1.0,false,43,43,1.0,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
713,2.0,2019-01-01 00:33:17.000000 UTC,2019-01-01 00:41:55.000000 UTC,1.0,1.56,1.0,false,238,237,1.0,8.0,0.5,0.5,1.86,0.0,0.3,11.16,
714,2.0,2019-01-01 00:46:11.000000 UTC,2019-01-01 01:12:01.000000 UTC,1.0,3.93,1.0,false,141,249,2.0,18.0,0.5,0.5,0.0,0.0,0.3,19.3,
715,1.0,2019-01-01 00:41:16.000000 UTC,2019-01-01 00:55:17.000000 UTC,2.0,1.8,1.0,false,249,107,1.0,10.5,0.5,0.5,2.35,0.0,0.3,14.15,
716,2.0,2019-01-01 00:20:55.000000 UTC,2019-01-01 00:24:33.000000 UTC,1.0,0.76,1.0,false,142,239,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
717,2.0,2019-01-01 00:27:09.000000 UTC,2019-01-01 00:52:35.000000 UTC,2.0,4.38,1.0,false,239,234,2.0,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
718,1.0,2019-01-01 00:27:00.000000 UTC,2019-01-01 00:37:48.000000 UTC,1.0,1.8,1.0,false,43,239,1.0,9.0,0.5,0.5,2.05,0.0,0.3,12.35,
719,1.0,2019-01-01 00:40:37.000000 UTC,2019-01-01 00:43:55.000000 UTC,1.0,1.4,1.0,false,239,24,1.0,5.5,0.5,0.5,1.7,0.0,0.3,8.5,
720,1.0,2019-01-01 00:55:05.000000 UTC,2019-01-01 01:05:13.000000 UTC,1.0,1.7,1.0,false,239,48,1.0,8.5,0.5,0.5,2.45,0.0,0.3,12.25,
721,2.0,2019-01-01 00:12:22.000000 UTC,2019-01-01 00:23:02.000000 UTC,5.0,2.1,1.0,false,41,41,1.0,10.0,0.5,0.5,2.26,0.0,0.3,13.56,
722,2.0,2019-01-01 00:26:32.000000 UTC,2019-01-01 00:27:51.000000 UTC,5.0,0.22,1.0,false,41,41,2.0,3.0,0.5,0.5,0.0,0.0,0.3,4.3,
723,2.0,2019-01-01 00:35:39.000000 UTC,2019-01-01 00:53:41.000000 UTC,5.0,5.05,1.0,false,41,41,2.0,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
724,2.0,2019-01-01 00:57:09.000000 UTC,2019-01-01 01:10:58.000000 UTC,6.0,2.05,1.0,false,41,262,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
725,1.0,2019-01-01 00:34:51.000000 UTC,2019-01-01 01:03:08.000000 UTC,1.0,9.3,1.0,false,138,225,1.0,30.0,0.5,0.5,6.25,0.0,0.3,37.55,
726,1.0,2019-01-01 00:12:16.000000 UTC,2019-01-01 00:19:21.000000 UTC,1.0,1.0,1.0,false,249,79,1.0,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
727,1.0,2019-01-01 00:21:24.000000 UTC,2019-01-01 00:49:04.000000 UTC,1.0,3.3,1.0,false,79,48,2.0,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
728,1.0,2019-01-01 00:12:44.000000 UTC,2019-01-01 00:27:28.000000 UTC,2.0,3.4,1.0,false,142,75,1.0,13.0,0.5,0.5,4.25,0.0,0.3,18.55,
729,1.0,2019-01-01 00:34:05.000000 UTC,2019-01-01 00:38:06.000000 UTC,1.0,0.8,1.0,false,236,141,1.0,5.0,0.5,0.5,3.0,0.0,0.3,9.3,
730,1.0,2019-01-01 00:42:13.000000 UTC,2019-01-01 00:46:44.000000 UTC,4.0,0.8,1.0,false,263,141,1.0,5.0,0.5,0.5,1.25,0.0,0.3,7.55,
731,1.0,2019-01-01 00:59:33.000000 UTC,2019-01-01 01:07:01.000000 UTC,2.0,1.6,1.0,false,141,239,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
732,1.0,2019-01-01 00:27:31.000000 UTC,2019-01-01 00:36:35.000000 UTC,1.0,2.3,1.0,false,4,233,1.0,8.5,0.5,0.5,1.95,0.0,0.3,11.75,
733,1.0,2019-01-01 00:25:54.000000 UTC,2019-01-01 00:47:17.000000 UTC,2.0,8.6,1.0,false,238,87,2.0,26.5,0.5,0.5,0.0,0.0,0.3,27.8,
734,1.0,2019-01-01 00:53:30.000000 UTC,2019-01-01 01:06:55.000000 UTC,2.0,4.7,1.0,false,88,107,1.0,15.5,0.5,0.5,3.35,0.0,0.3,20.15,
735,1.0,2019-01-01 00:20:21.000000 UTC,2019-01-01 00:23:31.000000 UTC,1.0,0.8,1.0,true,236,238,1.0,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
736,1.0,2019-01-01 00:25:58.000000 UTC,2019-01-01 00:32:38.000000 UTC,2.0,1.3,1.0,false,238,239,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
737,1.0,2019-01-01 00:34:19.000000 UTC,2019-01-01 00:42:00.000000 UTC,2.0,1.3,1.0,false,239,50,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
738,1.0,2019-01-01 00:45:23.000000 UTC,2019-01-01 00:51:20.000000 UTC,2.0,1.1,1.0,false,48,143,1.0,6.0,0.5,0.5,1.45,0.0,0.3,8.75,
739,1.0,2019-01-01 00:57:34.000000 UTC,2019-01-01 01:04:47.000000 UTC,1.0,1.0,1.0,false,142,239,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
740,1.0,2019-01-01 00:21:03.000000 UTC,2019-01-01 00:26:27.000000 UTC,1.0,0.2,1.0,false,90,68,1.0,5.0,0.5,0.5,1.0,0.0,0.3,7.3,
741,1.0,2019-01-01 00:37:23.000000 UTC,2019-01-01 00:53:52.000000 UTC,1.0,1.1,1.0,false,90,107,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
742,1.0,2019-01-01 00:15:35.000000 UTC,2019-01-01 00:49:26.000000 UTC,1.0,19.0,1.0,false,132,189,1.0,52.5,0.5,0.5,8.0,0.0,0.3,61.8,
743,1.0,2019-01-01 00:25:26.000000 UTC,2019-01-01 00:34:39.000000 UTC,1.0,2.0,1.0,false,170,79,1.0,8.5,0.5,0.5,0.98,0.0,0.3,10.78,
744,1.0,2019-01-01 00:37:48.000000 UTC,2019-01-01 00:49:56.000000 UTC,2.0,2.6,1.0,false,79,209,2.0,11.5,0.5,0.5,0.0,0.0,0.3,12.8,
745,1.0,2019-01-01 00:50:43.000000 UTC,2019-01-01 00:59:38.000000 UTC,2.0,0.8,1.0,false,209,231,1.0,7.0,0.5,0.5,1.0,0.0,0.3,9.3,
746,2.0,2019-01-01 00:49:03.000000 UTC,2019-01-01 01:08:22.000000 UTC,6.0,2.84,1.0,false,68,209,2.0,13.5,0.5,0.5,0.0,0.0,0.3,14.8,
747,1.0,2019-01-01 00:00:48.000000 UTC,2019-01-01 00:20:37.000000 UTC,1.0,8.9,1.0,false,79,196,2.0,26.5,0.5,0.5,0.0,0.0,0.3,27.8,
748,1.0,2019-01-01 00:22:24.000000 UTC,2019-01-01 00:31:31.000000 UTC,1.0,1.3,1.0,false,196,173,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
749,1.0,2019-01-01 00:03:56.000000 UTC,2019-01-01 00:05:18.000000 UTC,3.0,0.1,1.0,false,75,75,2.0,3.0,0.5,0.5,0.0,0.0,0.3,4.3,
750,1.0,2019-01-01 00:06:46.000000 UTC,2019-01-01 00:20:50.000000 UTC,2.0,3.7,1.0,false,74,119,1.0,14.0,0.5,0.5,1.0,0.0,0.3,16.3,
751,1.0,2019-01-01 00:10:19.000000 UTC,2019-01-01 00:27:07.000000 UTC,1.0,6.0,1.0,false,142,244,1.0,19.5,0.5,0.5,4.15,0.0,0.3,24.95,
752,1.0,2019-01-01 00:44:35.000000 UTC,2019-01-01 00:46:49.000000 UTC,1.0,0.3,1.0,false,116,116,2.0,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
753,1.0,2019-01-01 00:50:43.000000 UTC,2019-01-01 01:07:35.000000 UTC,1.0,2.7,1.0,false,152,75,2.0,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
754,2.0,2019-01-01 00:04:55.000000 UTC,2019-01-01 00:10:54.000000 UTC,2.0,0.86,1.0,false,142,143,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
755,2.0,2019-01-01 00:20:03.000000 UTC,2019-01-01 00:26:29.000000 UTC,2.0,1.37,1.0,false,142,141,1.0,6.5,0.5,0.5,1.56,0.0,0.3,9.36,
756,2.0,2019-01-01 00:39:49.000000 UTC,2019-01-01 00:48:09.000000 UTC,3.0,1.8,1.0,false,43,141,1.0,8.0,0.5,0.5,2.0,0.0,0.3,11.3,
757,2.0,2019-01-01 00:51:49.000000 UTC,2019-01-01 00:56:54.000000 UTC,3.0,1.45,1.0,false,237,263,1.0,6.5,0.5,0.5,1.56,0.0,0.3,9.36,
758,1.0,2019-01-01 00:20:53.000000 UTC,2019-01-01 00:32:45.000000 UTC,2.0,1.8,1.0,false,237,233,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
759,1.0,2019-01-01 00:37:22.000000 UTC,2019-01-01 00:50:54.000000 UTC,4.0,0.8,1.0,false,170,230,2.0,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
760,1.0,2019-01-01 00:52:08.000000 UTC,2019-01-01 01:07:33.000000 UTC,2.0,1.6,1.0,false,230,48,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
761,2.0,2019-01-01 00:14:59.000000 UTC,2019-01-01 00:25:15.000000 UTC,1.0,2.61,1.0,false,158,50,1.0,10.0,0.5,0.5,3.88,0.0,0.3,15.18,
762,2.0,2019-01-01 00:27:52.000000 UTC,2019-01-01 01:06:27.000000 UTC,1.0,11.71,1.0,false,50,212,2.0,37.5,0.5,0.5,0.0,0.0,0.3,38.8,
763,2.0,2019-01-01 00:08:21.000000 UTC,2019-01-01 00:23:02.000000 UTC,1.0,3.74,1.0,false,166,141,1.0,14.0,0.5,0.5,3.06,0.0,0.3,18.36,
764,2.0,2019-01-01 00:25:13.000000 UTC,2019-01-01 00:40:47.000000 UTC,1.0,4.02,1.0,false,141,107,2.0,15.5,0.5,0.5,0.0,0.0,0.3,16.8,
765,2.0,2019-01-01 00:43:47.000000 UTC,2019-01-01 00:49:58.000000 UTC,1.0,0.76,1.0,false,107,137,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
766,2.0,2019-01-01 01:00:20.000000 UTC,2019-01-01 01:16:16.000000 UTC,1.0,4.06,1.0,false,141,166,2.0,14.5,0.5,0.5,0.0,0.0,0.3,15.8,
767,2.0,2019-01-01 00:44:37.000000 UTC,2019-01-01 01:05:33.000000 UTC,1.0,1.5,1.0,false,161,234,1.0,13.0,0.5,0.5,1.43,0.0,0.3,15.73,
768,1.0,2019-01-01 00:24:33.000000 UTC,2019-01-01 00:28:57.000000 UTC,1.0,1.3,1.0,false,141,263,1.0,6.0,0.5,0.5,1.0,0.0,0.3,8.3,
769,1.0,2019-01-01 00:32:19.000000 UTC,2019-01-01 00:36:58.000000 UTC,1.0,0.6,1.0,false,262,236,1.0,5.0,0.5,0.5,1.25,0.0,0.3,7.55,
770,1.0,2019-01-01 00:48:55.000000 UTC,2019-01-01 00:55:13.000000 UTC,1.0,1.4,1.0,false,237,239,1.0,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
771,1.0,2019-01-01 00:57:20.000000 UTC,2019-01-01 01:03:24.000000 UTC,1.0,0.8,1.0,false,239,143,1.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
772,2.0,2019-01-01 00:09:08.000000 UTC,2019-01-01 00:23:14.000000 UTC,2.0,1.91,1.0,false,142,246,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
773,2.0,2019-01-01 00:31:36.000000 UTC,2019-01-01 00:51:20.000000 UTC,2.0,3.71,1.0,false,246,263,1.0,15.5,0.5,0.5,0.84,0.0,0.3,17.64,
774,1.0,2019-01-01 00:06:07.000000 UTC,2019-01-01 00:16:27.000000 UTC,1.0,2.8,1.0,false,79,141,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
775,1.0,2019-01-01 00:18:29.000000 UTC,2019-01-01 01:05:06.000000 UTC,2.0,3.2,1.0,false,141,90,1.0,27.0,0.5,0.5,1.0,0.0,0.3,29.3,
776,2.0,2019-01-01 00:23:36.000000 UTC,2019-01-01 00:26:32.000000 UTC,1.0,0.3,1.0,false,79,148,2.0,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
777,2.0,2019-01-01 00:29:29.000000 UTC,2019-01-01 00:36:31.000000 UTC,1.0,1.12,1.0,false,148,79,1.0,6.5,0.5,0.5,1.56,0.0,0.3,9.36,
